product_id,,category,discounted_price,actual_price,discount_percentage,rating,rating_count
B01J1CFO5I,,Computers&Accessories|Accessories&Peripherals|PCGamingPeripherals|Gamepads,₹299,₹550,46%,4.6,"33,434"
B07J2NGB69,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",₹629,"₹1,390",55%,4.4,"6,301"
B00MUTWLW4,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboards","₹2,595","₹3,295",21%,4.4,"22,618"
B08QSC1XY8,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹389,"₹1,099",65%,4.3,974
B017NC2IPM,,Computers&Accessories|NetworkingDevices|Routers,"₹1,799","₹2,911",38%,4.3,"20,342"
B00N1U7JXM,,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|Notepads&MemoBooks",₹90,₹175,49%,4.4,"7,429"
B08HQL67D6,,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Lapdesks,₹599,₹599,0%,4,"26,423"
B09RKFBCV7,,Electronics|WearableTechnology|SmartWatches,"₹1,999","₹7,999",75%,4.2,"31,305"
B08KHM9VBJ,,Computers&Accessories|NetworkingDevices|DataCards&Dongles,"₹2,099","₹3,250",35%,3.8,"11,213"
B01IOZUHRS,,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|LaptopChargers&PowerSupplies,₹179,₹499,64%,4.1,"10,174"
B00CEQEGPI,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MouseSets","₹1,345","₹2,295",41%,4.2,"17,413"
B08B6XWQ1C,,Electronics|Cameras&Photography|Accessories|Tripods&Monopods|TripodLegs,₹349,₹995,65%,4.2,"6,676"
B01DGVKBC6,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|EthernetCables,₹287,₹499,42%,4.4,"8,076"
B008FWZGSG,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹599,₹599,0%,4.3,355
B08JD36C6H,,Computers&Accessories|ExternalDevices&DataStorage|PenDrives,₹349,₹450,22%,4.1,"18,656"
B00E3DVQFS,,Electronics|GeneralPurposeBatteries&BatteryChargers|DisposableBatteries,₹879,"₹1,109",21%,4.4,"31,599"
B0B4HJNPV4,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹199,₹999,80%,3.9,"1,075"
B00BN5SNF0,,Electronics|GeneralPurposeBatteries&BatteryChargers|RechargeableBatteries,₹250,₹250,0%,3.9,"13,971"
B09SGGRKV8,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹199,₹499,60%,3.6,"2,492"
B07XLCFSSN,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹899,"₹1,900",53%,4.4,"13,552"
B09RZS1NQT,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹199,₹999,80%,4,575
B084BR3QX8,,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|LaptopChargers&PowerSupplies,₹149,₹999,85%,3.5,"2,523"
B09VC2D2WG,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|GraphicTablets",₹469,"₹1,499",69%,4.1,352
B09163Q5CD,,Computers&Accessories|Accessories&Peripherals|USBHubs,"₹1,187","₹1,929",38%,4.1,"1,662"
B08K9PX15C,,Computers&Accessories|Accessories&Peripherals|Audio&VideoAccessories|PCSpeakers,₹849,"₹1,499",43%,4,"7,352"
B083RD1J99,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",₹328,₹399,18%,4.1,"3,441"
B09Z7YGV3R,,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Lapdesks,₹269,₹699,62%,4,93
B00N3XLDW0,,Electronics|Cameras&Photography|Accessories|Batteries&Chargers|BatteryChargers,₹299,₹400,25%,3.8,"40,895"
B07Z53L5QL,,"Computers&Accessories|Accessories&Peripherals|TabletAccessories|Bags,Cases&Sleeves|Cases",₹549,"₹1,499",63%,4.3,"11,006"
B00P93X0VO,,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|WireboundNotebooks",₹114,₹120,5%,4.2,"8,938"
B07SBGFDX9,,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|StickBallpointPens",₹120,₹120,0%,4.1,"4,308"
B09C6HWG18,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹970,"₹1,999",51%,4.2,462
B00NH11KIK,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹209,₹695,70%,4.5,"1,07,686"
B07X2L5Z8C,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice","₹1,490","₹2,295",35%,4.6,"10,652"
B00VA7YYUO,,Home&Kitchen|CraftMaterials|DrawingMaterials|DrawingMedia|Pencils|WoodenPencils,₹99,₹99,0%,4.3,"5,036"
B07L9FW9GF,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",₹149,₹249,40%,4,"5,057"
B08D64C9FN,,Computers&Accessories|Accessories&Peripherals|PCGamingPeripherals|GamingMice,₹575,"₹2,799",79%,4.2,"8,537"
B07XJYYH7L,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹333,₹999,67%,3.3,"9,792"
B00LOD70SC,,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|RetractableBallpointPens",₹178,₹210,15%,4.3,"2,450"
B09X76VL5L,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear","₹1,599","₹3,490",54%,3.7,676
B091JF2TFD,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹499,"₹1,299",62%,3.9,"1,173"
B07S7DCJKS,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|MousePads",₹199,₹499,60%,4.3,"9,998"
B09NC2TY11,,Electronics|WearableTechnology|SmartWatches,"₹2,499","₹5,999",58%,4.1,"5,852"
B0BDS8MY8J,,Computers&Accessories|Components|InternalHardDrives,₹199,₹999,80%,4.2,362
B09X7DY7Q4,,Electronics|Accessories|MemoryCards|MicroSD,₹939,"₹1,800",48%,4.5,"2,05,052"
B09YV575RK,,Electronics|WearableTechnology|SmartWatches,"₹2,499","₹9,999",75%,4,"9,090"
B08LW31NQ6,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice","₹1,439","₹2,890",50%,4.5,"4,099"
B09ND94ZRG,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear","₹1,099","₹5,999",82%,3.5,"12,966"
B00P93X6EK,,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|WireboundNotebooks",₹157,₹160,2%,4.5,"4,428"
B07KRCW6LZ,,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,₹999,"₹1,599",38%,4.3,"12,093"
B0994GP1CX,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|DustCovers",₹115,₹999,88%,3.3,"5,692"
B07H8W9PB6,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|GraphicTablets",₹175,₹499,65%,4.1,21
B09NNHFSSF,,Electronics|Cameras&Photography|SecurityCameras|DomeCameras,"₹1,999","₹4,700",57%,3.8,"1,880"
B08D9NDZ1Y,,"Computers&Accessories|Printers,Inks&Accessories|Printers","₹3,999","₹4,332.96",8%,3.5,"21,762"
B0085IATT6,,Computers&Accessories|NetworkingDevices|Routers,₹899,"₹1,800",50%,4.1,"22,375"
B08WJ86PV2,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|MousePads",₹299,₹990,70%,4.5,"2,453"
B078HRR1XV,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|GraphicTablets","₹3,303","₹4,699",30%,4.4,"13,544"
B09P22HXH6,,Computers&Accessories|Accessories&Peripherals|Audio&VideoAccessories|Webcams&VoIPEquipment|Webcams,"₹1,890","₹5,490",66%,4.1,"10,976"
B00LM4X3XE,,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|BottledInk",₹90,₹100,10%,4.3,"3,061"
B09YLFHFDW,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear","₹1,599","₹2,790",43%,3.6,"2,272"
B07YWS9SP9,,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|CoolingPads,₹599,₹999,40%,4,"7,601"
B002PD61Y4,,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,₹507,"₹1,208",58%,4.1,"8,131"
B08WLY8V9S,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|MousePads",₹425,₹899,53%,4.5,"4,219"
B0873L7J6X,,"Electronics|Headphones,Earbuds&Accessories|Headphones|On-Ear","₹1,499","₹3,999",63%,4.2,"42,775"
B07YNHCW6N,,"Computers&Accessories|Accessories&Peripherals|TabletAccessories|Bags,Cases&Sleeves|Cases",₹549,"₹2,499",78%,4.3,"5,556"
B07232M876,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹199,₹395,50%,4.2,"92,595"
B01MQ2A86A,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice","₹1,295","₹1,645",21%,4.6,"12,375"
B00KIE28X0,,Home&Kitchen|CraftMaterials|PaintingMaterials|Paints,₹310,₹310,0%,4.5,"5,882"
B08BQ947H3,,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|CameraPrivacyCovers,₹149,₹149,0%,4.3,"10,833"
B0BHYJ8CVF,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MouseSets","₹1,149","₹1,499",23%,4.1,"10,443"
B0BCVJ3PVP,,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Lapdesks,₹499,"₹1,299",62%,4.5,434
B0B2931FCV,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹999,"₹4,199",76%,3.5,"1,913"
B09TMZ1MF8,,Computers&Accessories|Components|InternalSolidStateDrives,"₹1,709","₹4,000",57%,4.4,"3,029"
B07VV37FT4,,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|GelInkRollerballPens",₹250,₹250,0%,4.2,"2,628"
B07P681N66,,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,"₹1,199","₹2,199",45%,4.4,"24,780"
B07JB2Y4SR,,Home&Kitchen|CraftMaterials|DrawingMaterials|DrawingMedia|Pens,₹90,₹100,10%,4.4,"10,718"
B08KRMK9LZ,,Electronics|Mobiles&Accessories|MobileAccessories|StylusPens,"₹2,025","₹5,999",66%,4.2,"6,233"
B08LT9BMPP,,Computers&Accessories|Accessories&Peripherals|PCGamingPeripherals|GamingMice,"₹1,495","₹1,995",25%,4.5,"10,541"
B082T6V3DT,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹799,"₹2,100",62%,4.3,"8,188"
B0814ZY6FP,,Electronics|HomeAudio|Speakers|BluetoothSpeakers,₹899,"₹1,199",25%,3.8,"10,751"
B09F3PDDRF,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|SATACables,₹349,₹999,65%,3.9,817
B07X963JNS,,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,₹900,"₹2,499",64%,4,"36,384"
B09LD3116F,,Electronics|Cameras&Photography|SecurityCameras|DomeCameras,"₹2,490","₹3,990",38%,4.1,"3,606"
B08Y5QJTVK,,Electronics|GeneralPurposeBatteries&BatteryChargers,₹116,₹200,42%,4.4,357
B00LY1FN1K,,Home&Kitchen|CraftMaterials|PaintingMaterials|Paints,₹200,₹230,13%,4.4,"10,170"
B07DJ5KYDZ,,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|LaptopChargers&PowerSupplies,"₹1,249","₹2,796",55%,4.4,"4,598"
B009LJ2BXA,,Computers&Accessories|Accessories&Peripherals|Audio&VideoAccessories|PCHeadsets,₹649,₹999,35%,3.5,"7,222"
B09BVCVTBC,,Computers&Accessories|Accessories&Peripherals|PCGamingPeripherals|GamingKeyboards,"₹2,649","₹3,499",24%,4.5,"1,271"
B0BFWGBX61,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹199,₹349,43%,4.1,314
B07SY4C3TD,,"Computers&Accessories|Printers,Inks&Accessories|Inks,Toners&Cartridges|InkjetInkCartridges",₹596,₹723,18%,4.4,"3,219"
B094JB13XL,,Electronics|WearableTechnology|SmartWatches,"₹2,499","₹5,999",58%,4.1,"38,879"
B08CRRQK6Z,,Electronics|HomeAudio|Speakers|SoundbarSpeakers,"₹4,999","₹12,499",60%,4.2,"4,541"
B08MTLLSL8,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹399,"₹1,290",69%,4.2,"76,042"
B08Y57TPDM,,Electronics|GeneralPurposeBatteries&BatteryChargers,₹116,₹200,42%,4.3,485
B09CYTJV3N,,Electronics|Cameras&Photography|SecurityCameras|DomeCameras,"₹4,499","₹5,999",25%,4.3,"44,696"
B07GLNJC25,,Computers&Accessories|Accessories&Peripherals|USBHubs,₹330,₹499,34%,3.7,"8,566"
B08FY4FG5X,,"Electronics|Headphones,Earbuds&Accessories|Headphones|Over-Ear",₹649,"₹2,499",74%,3.9,"13,049"
B07TMCXRFV,,Computers&Accessories|Accessories&Peripherals|TabletAccessories|ScreenProtectors,"₹1,234","₹1,599",23%,4.5,"16,680"
B01FSYQ2A4,,"Electronics|Headphones,Earbuds&Accessories|Headphones|On-Ear","₹1,399","₹2,990",53%,4.1,"97,174"
B00LZPQVMK,,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|StickBallpointPens",₹272,₹320,15%,4,"3,686"
B08X77LM8C,,"Electronics|Headphones,Earbuds&Accessories|Earpads",₹99,₹999,90%,3.8,594
B01EJ5MM5M,,"Computers&Accessories|Printers,Inks&Accessories|Printers|InkjetPrinters","₹3,498","₹3,875",10%,3.4,"12,185"
B08J82K4GX,,Computers&Accessories|Monitors,"₹10,099","₹19,110",47%,4.3,"2,623"
B07Z1Z77ZZ,,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Bags&Sleeves|LaptopSleeves&Slipcases,₹449,₹999,55%,4.3,"9,701"
B00DJ5N9VK,,Toys&Games|Arts&Crafts|Drawing&PaintingSupplies|ColouringPens&Markers,₹150,₹150,0%,4.3,"15,867"
B0B4DT8MKT,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹348,"₹1,499",77%,4.2,656
B08FGNPQ9X,,Computers&Accessories|NetworkingDevices|Routers,"₹1,199","₹2,999",60%,4.1,"10,725"
B07NTKGW45,,Computers&Accessories|Accessories&Peripherals|HardDiskBags,₹397,₹899,56%,4,"3,025"
B08CDKQ8T6,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹154,₹349,56%,4.3,"7,064"
B08J4PL1Z3,,Computers&Accessories|Accessories&Peripherals|PCGamingPeripherals|Gamepads,₹699,"₹1,490",53%,4,"5,736"
B07XJWTYM2,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear","₹1,679","₹1,999",16%,4.1,"72,563"
B09939XJX8,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|GraphicTablets",₹354,"₹1,500",76%,4,"1,026"
B09MDCZJXS,,Computers&Accessories|Accessories&Peripherals|PCGamingPeripherals|Headsets,"₹1,199","₹5,499",78%,3.8,"2,043"
B08CTQP51L,,Computers&Accessories|Accessories&Peripherals|TabletAccessories|ScreenProtectors,₹379,"₹1,499",75%,4.2,"4,149"
B0BG62HMDJ,,Computers&Accessories|ExternalDevices&DataStorage|ExternalHardDisks,₹499,₹775,36%,4.3,74
B08GTYFC37,,Computers&Accessories|ExternalDevices&DataStorage|ExternalSolidStateDrives,"₹10,389","₹32,000",68%,4.4,"41,398"
B08SBH499M,,Computers&Accessories|Accessories&Peripherals|Audio&VideoAccessories|PCSpeakers,₹649,"₹1,300",50%,4.1,"5,195"
B08FYB5HHK,,Computers&Accessories|NetworkingDevices|NetworkAdapters|PowerLANAdapters,"₹1,199","₹1,999",40%,4.5,"22,420"
B0994GFWBH,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹139,₹999,86%,4,"1,313"
B0B5GJRTHB,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹889,"₹1,999",56%,4.2,"2,284"
B09GBBJV72,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MouseSets","₹1,409","₹2,199",36%,3.9,427
B07P434WJY,,"Computers&Accessories|Printers,Inks&Accessories|Inks,Toners&Cartridges|InkjetInkRefills&Kits",₹549,"₹1,999",73%,4.3,"1,367"
B07T9FV9YP,,Computers&Accessories|Accessories&Peripherals|PCGamingPeripherals|Headsets,₹749,"₹1,799",58%,4,"13,199"
B01GGKZ0V6,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹329,₹845,61%,4.2,"29,746"
B08WKFSN84,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹379,"₹1,099",66%,4.3,"2,806"
B09TBCVJS3,,Electronics|WearableTechnology|SmartWatches,"₹5,998","₹7,999",25%,4.2,"30,355"
B08TR61BVK,,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Bags&Sleeves|LaptopSleeves&Slipcases,₹299,"₹1,499",80%,4.2,"2,868"
B0B2CPVXHX,,Computers&Accessories|Accessories&Peripherals|TabletAccessories|ScreenProtectors,₹379,"₹1,499",75%,4.1,670
B08XNL93PL,,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries","₹1,399","₹2,999",53%,4.3,"3,530"
B088GXTJM3,,Electronics|Cameras&Photography|Accessories|PhotoStudio&Lighting|PhotoBackgroundAccessories|BackgroundSupports,₹699,"₹1,299",46%,4.3,"6,183"
B099S26HWG,,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|CompositionNotebooks",₹300,₹300,0%,4.2,419
B08461VC1Z,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|MousePads",₹999,"₹1,995",50%,4.5,"7,317"
B00K32PEW4,,OfficeProducts|OfficeElectronics|Calculators|Financial&Business,₹535,₹535,0%,4.4,"4,426"
B09F9YQQ7B,,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","₹13,999","₹24,999",44%,4.2,"45,237"
B07LFWP97N,,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Bags&Sleeves|LaptopSleeves&Slipcases,₹269,"₹1,099",76%,4.1,"1,092"
B0746N6WML,,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|StickBallpointPens",₹341,₹450,24%,4.3,"2,493"
B07W9KYT62,,Computers&Accessories|NetworkingDevices|Routers,"₹2,499","₹3,999",38%,4.4,"12,679"
B0B5ZF3NRK,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹349,₹599,42%,4.1,210
B08D9MNH4B,,"Computers&Accessories|Printers,Inks&Accessories|Printers","₹5,899","₹7,005",16%,3.6,"4,199"
B078G6ZF5Z,,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,₹699,"₹1,199",42%,4,"14,403"
B09MKG4ZCM,,Computers&Accessories|NetworkingDevices|Routers,"₹1,565","₹2,999",48%,4,"11,113"
B07RZZ1QSW,,Electronics|Cameras&Photography|Accessories|Tripods&Monopods|Tabletop&TravelTripods,₹326,₹799,59%,4.4,"10,773"
B08BCKN299,,"Electronics|Headphones,Earbuds&Accessories|Adapters",₹120,₹999,88%,3.9,"6,491"
B07222HQKP,,Computers&Accessories|ExternalDevices&DataStorage|ExternalHardDisks,₹657,₹999,34%,4.3,"13,944"
B00NFD0ETQ,,Computers&Accessories|Accessories&Peripherals|PCGamingPeripherals|GamingMice,"₹1,995","₹2,895",31%,4.6,"10,760"
B075DB1F13,,Electronics|GeneralPurposeBatteries&BatteryChargers,"₹1,500","₹1,500",0%,4.4,"25,996"
B0148NPH9I,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboards","₹2,640","₹3,195",17%,4.5,"16,146"
B01JOFKL0A,,"Computers&Accessories|Printers,Inks&Accessories|Printers","₹5,299","₹6,355",17%,3.9,"8,280"
B09Q8HMKZX,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹263,₹699,62%,4.1,450
B079S811J3,,Computers&Accessories|Accessories&Peripherals|PCGamingPeripherals|Headsets,"₹1,990","₹2,999",34%,4.3,"14,237"
B0083T231O,,Electronics|PowerAccessories|SurgeProtectors,"₹1,289","₹1,499",14%,4.5,"20,668"
B086PXQ2R4,,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|CompositionNotebooks",₹165,₹165,0%,4.5,"1,674"
B07L1N3TJX,,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|LaptopChargers&PowerSupplies,"₹1,699","₹3,499",51%,3.6,"7,689"
B07YFWVRCM,,Electronics|Cameras&Photography|SecurityCameras|DomeCameras,"₹2,299","₹7,500",69%,4.1,"5,554"
B01GGKYKQM,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹219,₹700,69%,4.3,"20,053"
B08TDJ5BVF,,Computers&Accessories|Accessories&Peripherals|USBGadgets|Lamps,₹39,₹39,0%,3.8,"3,344"
B09XXZXQC1,,Computers&Accessories|Tablets,"₹26,999","₹37,999",29%,4.6,"2,886"
B083T5G5PM,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear","₹1,490","₹1,990",25%,4.1,"98,250"
B0BHVPTM2C,,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Lapdesks,₹398,"₹1,949",80%,4,75
B0B86CDHL1,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹349,₹899,61%,4.5,149
B01NBX5RSB,,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|LaptopChargers&PowerSupplies,₹770,"₹1,547",50%,4.3,"2,585"
B08MWJTST6,,Electronics|Mobiles&Accessories|MobileAccessories|Stands,₹279,"₹1,299",79%,4,"5,072"
B07R99NBVB,,HomeImprovement|Electrical|CordManagement,₹249,₹599,58%,4.5,"5,985"
B08R69VDHT,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹115,₹499,77%,4,"7,732"
B00LY12TH6,,Home&Kitchen|CraftMaterials|PaintingMaterials,₹230,₹230,0%,4.5,"9,427"
B09RWZRCP1,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹399,₹999,60%,4.1,"1,780"
B08497Z1MQ,,Computers&Accessories|Accessories&Peripherals|PCGamingPeripherals|GamingMice,₹599,₹700,14%,4.3,"2,301"
B07KNM95JK,,"Computers&Accessories|Printers,Inks&Accessories|Inks,Toners&Cartridges|TonerCartridges",₹598,"₹1,150",48%,4.1,"2,535"
B09Q3M3WLJ,,Computers&Accessories|Accessories&Peripherals|TabletAccessories|ScreenProtectors,₹399,"₹1,499",73%,4,691
B09B9SPC7F,,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Lapdesks,₹499,"₹1,299",62%,4.1,"2,740"
B09CMP1SC8,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹199,₹499,60%,4.1,602
B099SD8PRP,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",₹579,"₹1,090",47%,4.4,"3,482"
B09YLXYP7Y,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹179,₹399,55%,4,"1,423"
B00S2SEV7K,,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|LiquidInkRollerballPens",₹90,₹100,10%,4.1,"6,199"
B08WKCTFF3,,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Lapdesks,₹899,"₹1,999",55%,4.4,"1,667"
B08498D67S,,Computers&Accessories|Accessories&Peripherals|PCGamingPeripherals|GamingKeyboards,"₹1,149","₹1,800",36%,4.3,"4,723"
B00C3GBCIS,,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Bags&Sleeves|LaptopSleeves&Slipcases,₹249,₹499,50%,4.2,"22,860"
B00URH5E34,,Computers&Accessories|Accessories&Peripherals|USBGadgets|Lamps,₹39,₹39,0%,3.6,"13,572"
B00EYW1U68,,Computers&Accessories|NetworkingDevices|Repeaters&Extenders,"₹1,599","₹3,599",56%,4.2,"16,182"
